IMG (87).jpg;"301;193;36;34";Prohibicion
IMG (88).jpg;"1071;646;43;42";Peligro
IMG (89).jpg;"656;220;63;63";Peligro
IMG (90).jpg;"1464;641;46;49";Ceda_el_paso
IMG (90).jpg;"1468;599;38;43";Obligatoriedad
IMG (91).jpg;"593;344;43;37";Peligro
IMG (92).jpg;"474;209;26;22";Ceda_el_paso
IMG (92).jpg;"478;190;19;19";Obligatoriedad
IMG (93).jpg;"784;193;92;103";Prohibicion
IMG (94).jpg;"762;235;67;68";Ceda_el_paso
IMG (94).jpg;"200;247;48;48";Prohibicion
IMG (95).jpg;"1202;463;48;47";Limite_de_velocidad
IMG (96).jpg;"650;317;52;50";Limite_de_velocidad
IMG (97).jpg;"923;481;43;40";Prohibicion
IMG (98).jpg;"120;301;45;50";Limite_de_velocidad
IMG (98).jpg;"620;297;45;44";Limite_de_velocidad
IMG (99).jpg;"646;643;30;30";Limite_de_velocidad
IMG (99).jpg;"1095;646;27;30";Limite_de_velocidad
IMG (100).jpg;"608;218;45;48";Obligatoriedad
IMG (101).jpg;"377;259;62;52";Ceda_el_paso
IMG (101).jpg;"283;257;51;55";Obligatoriedad
IMG (101).jpg;"551;294;32;32";Obligatoriedad
IMG (102).jpg;"952;422;90;79";Peligro
IMG (103).jpg;"1110;429;54;55";Limite_de_velocidad
IMG (103).jpg;"315;482;39;42";Prohibicion
IMG (104).jpg;"1087;455;33;34";Obligatoriedad
IMG (105).jpg;"831;296;53;55";Limite_de_velocidad
IMG (106).jpg;"600;240;35;36";Prohibicion
IMG (107).jpg;"479;248;36;35";Peligro
IMG (108).jpg;"1209;349;145;141";Prohibicion
IMG (109).jpg;"715;302;64;68";Prohibicion
IMG (110).jpg;"633;254;32;28";Peligro
IMG (111).jpg;"1622;491;119;141";Peligro
IMG (112).jpg;"166;443;48;48";Prohibicion
IMG (113).jpg;"725;473;28;28";Obligatoriedad
IMG (114).jpg;"1592;217;165;214";Ceda_el_paso
IMG (115).jpg;"240;297;42;50";Prohibicion
IMG (115).jpg;"850;298;37;44";Prohibicion
IMG (116).jpg;"545;265;59;60";Peligro
IMG (117).jpg;"346;547;68;74";Limite_de_velocidad
IMG (117).jpg;"1189;545;72;78";Limite_de_velocidad
IMG (117).jpg;"340;453;86;91";Peligro
IMG (117).jpg;"1172;451;97;93";Peligro
IMG (118).jpg;"1289;648;39;42";Obligatoriedad
IMG (119).jpg;"664;203;89;89";Obligatoriedad
IMG (120).jpg;"239;303;44;46";Obligatoriedad
IMG (120).jpg;"826;307;37;42";Obligatoriedad
IMG (121).jpg;"1530;375;67;78";Ceda_el_paso
IMG (121).jpg;"1535;314;50;62";Obligatoriedad
IMG (122).jpg;"710;656;27;25";Peligro
IMG (122).jpg;"1014;664;27;23";Peligro
IMG (123).jpg;"1328;594;94;98";Limite_de_velocidad
IMG (124).jpg;"520;232;76;70";Peligro
IMG (125).jpg;"1080;543;60;52";Ceda_el_paso
IMG (125).jpg;"1091;498;45;48";Obligatoriedad
IMG (126).jpg;"567;341;41;42";Fin_de_restriccion
IMG (127).jpg;"219;444;71;68";Limite_de_velocidad
IMG (127).jpg;"1058;484;63;60";Limite_de_velocidad
IMG (127).jpg;"217;357;82;75";Peligro
IMG (127).jpg;"1058;387;71;81";Peligro
IMG (128).jpg;"293;300;65;75";Obligatoriedad
IMG (129).jpg;"1189;631;91;83";Peligro
IMG (130).jpg;"538;273;83;84";Obligatoriedad
IMG (131).jpg;"326;208;62;60";Peligro
IMG (132).jpg;"1162;537;62;57";Ceda_el_paso
IMG (132).jpg;"1170;489;47;47";Obligatoriedad
IMG (133).jpg;"1241;645;37;36";Ceda_el_paso
IMG (134).jpg;"611;257;76;68";Peligro
IMG (135).jpg;"232;406;135;158";Limite_de_velocidad
IMG (135).jpg;"1751;496;72;103";Limite_de_velocidad
IMG (135).jpg;"219;228;183;179";Peligro
IMG (135).jpg;"1729;354;94;136";Peligro
IMG (136).jpg;"259;266;38;38";Ceda_el_paso
IMG (136).jpg;"643;261;25;25";Ceda_el_paso
IMG (137).jpg;"542;358;48;43";Peligro
IMG (138).jpg;"674;99;112;113";Peligro
IMG (139).jpg;"819;344;66;67";Limite_de_velocidad
IMG (140).jpg;"259;294;68;74";Obligatoriedad
IMG (141).jpg;"644;190;63;66";Limite_de_velocidad
IMG (142).jpg;"668;335;54;54";Prohibicion
IMG (143).jpg;"234;410;58;57";Prohibicion
IMG (143).jpg;"829;442;51;50";Prohibicion
IMG (144).jpg;"1060;380;71;73";Obligatoriedad
IMG (145).jpg;"222;505;52;49";Limite_de_velocidad
IMG (145).jpg;"853;537;50;52";Limite_de_velocidad
IMG (145).jpg;"214;440;74;65";Peligro
IMG (145).jpg;"848;478;60;61";Peligro
IMG (146).jpg;"918;356;57;56";Prohibicion
IMG (147).jpg;"606;386;32;33";Peligro
IMG (148).jpg;"275;323;36;36";Obligatoriedad
IMG (148).jpg;"707;313;37;37";Obligatoriedad
IMG (149).jpg;"1597;386;134;167";Peligro
IMG (150).jpg;"397;239;28;26";Peligro
IMG (151).jpg;"691;643;35;38";Limite_de_velocidad
IMG (151).jpg;"1095;647;31;34";Limite_de_velocidad
IMG (152).jpg;"265;321;28;27";Limite_de_velocidad
IMG (152).jpg;"601;324;28;27";Limite_de_velocidad
IMG (152).jpg;"261;282;38;37";Peligro
IMG (152).jpg;"600;285;34;37";Peligro
IMG (153).jpg;"627;225;54;57";Prohibicion
IMG (154).jpg;"574;225;40;43";Limite_de_velocidad
IMG (155).jpg;"675;641;45;43";Limite_de_velocidad
IMG (155).jpg;"1168;643;39;37";Limite_de_velocidad
IMG (155).jpg;"674;599;46;42";Peligro
IMG (155).jpg;"1169;602;36;37";Peligro
IMG (156).jpg;"1162;641;42;34";Peligro
IMG (157).jpg;"431;524;35;33";Limite_de_velocidad
IMG (157).jpg;"834;542;33;32";Limite_de_velocidad
IMG (157).jpg;"426;483;46;42";Peligro
IMG (157).jpg;"829;504;40;39";Peligro
IMG (158).jpg;"1166;637;28;30";Limite_de_velocidad
IMG (159).jpg;"991;296;72;70";Peligro
IMG (160).jpg;"98;470;99;130";Peligro
IMG (161).jpg;"463;605;66;67";Peligro
IMG (162).jpg;"141;275;45;40";Peligro
IMG (162).jpg;"644;282;44;38";Peligro
IMG (163).jpg;"58;231;80;71";Ceda_el_paso
IMG (163).jpg;"432;298;36;33";Obligatoriedad
IMG (164).jpg;"868;208;85;86";Obligatoriedad
IMG (165).jpg;"678;644;65;64";Limite_de_velocidad
IMG (165).jpg;"1368;630;50;56";Limite_de_velocidad
IMG (165).jpg;"670;566;80;79";Peligro
IMG (165).jpg;"1356;564;69;66";Peligro
IMG (166).jpg;"645;226;49;51";Limite_de_velocidad
IMG (167).jpg;"1335;590;88;89";Peligro
IMG (168).jpg;"674;647;36;36";Ceda_el_paso
IMG (169).jpg;"439;285;29;27";Peligro
IMG (170).jpg;"1280;622;50;53";Obligatoriedad
IMG (171).jpg;"603;249;49;47";Prohibicion
IMG (172).jpg;"940;422;48;47";Obligatoriedad
IMG (173).jpg;"1482;589;59;67";Ceda_el_paso
IMG (173).jpg;"1492;532;40;56";Obligatoriedad
IMG (174).jpg;"944;261;84;97";Prohibicion
IMG (175).jpg;"1228;431;121;114";Peligro
IMG (176).jpg;"530;241;42;40";Peligro
IMG (177).jpg;"1701;563;67;89";Peligro
IMG (178).jpg;"127;208;38;35";Peligro
IMG (178).jpg;"472;207;41;36";Peligro
IMG (179).jpg;"4;248;36;37";Prohibicion
IMG (179).jpg;"576;240;38;38";Prohibicion
IMG (180).jpg;"113;253;30;32";Prohibicion
IMG (180).jpg;"559;265;32;34";Prohibicion
IMG (181).jpg;"646;337;62;51";Prohibicion
IMG (182).jpg;"599;255;42;41";Fin_de_restriccion
IMG (183).jpg;"1219;720;29;28";Ceda_el_paso
IMG (184).jpg;"4;165;91;105";Limite_de_velocidad
IMG (185).jpg;"354;501;127;141";Limite_de_velocidad
IMG (185).jpg;"1755;550;73;94";Limite_de_velocidad
IMG (185).jpg;"339;338;171;161";Peligro
IMG (185).jpg;"1729;415;96;127";Peligro
IMG (186).jpg;"154;156;49;50";Limite_de_velocidad
IMG (186).jpg;"897;190;36;44";Limite_de_velocidad
IMG (186).jpg;"153;211;48;50";Prohibicion
IMG (186).jpg;"898;240;36;39";Prohibicion
IMG (187).jpg;"410;444;86;86";Limite_de_velocidad
IMG (187).jpg;"1655;498;52;71";Limite_de_velocidad
IMG (187).jpg;"408;535;81;91";Prohibicion
IMG (187).jpg;"1659;573;53;67";Prohibicion
IMG (188).jpg;"14;60;70;73";Limite_de_velocidad
IMG (188).jpg;"1;1;93;52";Peligro
IMG (189).jpg;"111;129;42;43";Limite_de_velocidad
IMG (190).jpg;"669;643;44;40";Peligro
IMG (190).jpg;"1146;621;44;39";Peligro
IMG (191).jpg;"598;254;51;51";Limite_de_velocidad
IMG (191).jpg;"586;186;71;67";Peligro
IMG (192).jpg;"744;422;23;22";Obligatoriedad
IMG (193).jpg;"265;146;31;34";Obligatoriedad
IMG (194).jpg;"571;274;50;52";Obligatoriedad
IMG (195).jpg;"789;720;32;33";Limite_de_velocidad
IMG (195).jpg;"1117;721;27;28";Limite_de_velocidad
IMG (196).jpg;"1180;432;84;83";Limite_de_velocidad
IMG (197).jpg;"169;365;37;38";Limite_de_velocidad
IMG (197).jpg;"721;383;33;36";Limite_de_velocidad
IMG (197).jpg;"161;312;53;51";Peligro
IMG (197).jpg;"714;336;48;43";Peligro
IMG (198).jpg;"228;385;43;44";Limite_de_velocidad
IMG (198).jpg;"848;333;57;57";Limite_de_velocidad
IMG (199).jpg;"752;262;55;52";Peligro
IMG (200).jpg;"1292;527;56;62";Limite_de_velocidad
IMG (201).jpg;"774;713;35;37";Limite_de_velocidad
IMG (201).jpg;"1207;709;33;32";Limite_de_velocidad
IMG (201).jpg;"771;675;40;36";Peligro
IMG (201).jpg;"1207;675;31;32";Peligro
IMG (202).jpg;"558;249;41;39";Peligro
IMG (203).jpg;"1229;196;178;182";Limite_de_velocidad
IMG (204).jpg;"1493;206;65;140";Limite_de_velocidad
IMG (204).jpg;"265;141;67;170";Prohibicion
IMG (204).jpg;"353;231;54;135";Prohibicion
IMG (205).jpg;"387;288;129;110";Peligro
IMG (206).jpg;"482;568;66;75";Limite_de_velocidad
IMG (206).jpg;"1425;563;41;48";Limite_de_velocidad
IMG (207).jpg;"509;257;25;24";Obligatoriedad
IMG (208).jpg;"148;420;48;46";Limite_de_velocidad
IMG (208).jpg;"763;409;56;54";Limite_de_velocidad
IMG (209).jpg;"277;278;27;30";Limite_de_velocidad
IMG (209).jpg;"744;269;28;33";Limite_de_velocidad
IMG (209).jpg;"136;260;43;42";Obligatoriedad
IMG (210).jpg;"179;351;43;43";Prohibicion
IMG (211).jpg;"1274;661;39;43";Limite_de_velocidad
IMG (212).jpg;"1357;355;76;78";Obligatoriedad
IMG (213).jpg;"702;640;34;36";Limite_de_velocidad
IMG (213).jpg;"1229;646;33;37";Limite_de_velocidad
IMG (214).jpg;"345;349;120;108";Peligro
IMG (215).jpg;"254;376;42;41";Prohibicion
IMG (215).jpg;"829;366;35;39";Prohibicion
IMG (216).jpg;"994;638;37;35";Peligro
IMG (217).jpg;"1394;636;42;43";Limite_de_velocidad
IMG (217).jpg;"1388;578;54;53";Peligro
IMG (217).jpg;"1223;578;51;55";Prohibicion
IMG (218).jpg;"631;669;60;62";Limite_de_velocidad
IMG (218).jpg;"1218;686;57;58";Limite_de_velocidad
IMG (218).jpg;"628;600;73;68";Peligro
IMG (218).jpg;"1209;615;81;69";Peligro
IMG (219).jpg;"793;269;36;41";Limite_de_velocidad
IMG (220).jpg;"632;197;51;53";Obligatoriedad
IMG (221).jpg;"288;504;80;75";Prohibicion
IMG (221).jpg;"1115;569;72;76";Prohibicion
IMG (222).jpg;"523;266;38;36";Peligro
IMG (223).jpg;"1061;717;31;34";Limite_de_velocidad
IMG (224).jpg;"723;631;49;46";Limite_de_velocidad
IMG (225).jpg;"173;445;90;78";Limite_de_velocidad
IMG (225).jpg;"164;355;98;86";Peligro
IMG (226).jpg;"146;268;51;53";Limite_de_velocidad
IMG (226).jpg;"724;259;43;50";Limite_de_velocidad
IMG (226).jpg;"134;205;74;64";Peligro
IMG (226).jpg;"712;196;62;64";Peligro
IMG (227).jpg;"1206;655;66;55";Peligro
IMG (228).jpg;"620;622;39;44";Limite_de_velocidad
IMG (228).jpg;"1100;625;42;43";Limite_de_velocidad
IMG (229).jpg;"942;503;54;52";Obligatoriedad
IMG (230).jpg;"466;108;66;54";Ceda_el_paso
IMG (230).jpg;"231;197;15;17";Obligatoriedad
IMG (231).jpg;"1073;543;48;38";Ceda_el_paso
IMG (231).jpg;"1075;506;39;36";Obligatoriedad
IMG (232).jpg;"649;585;55;56";Peligro
IMG (232).jpg;"1105;605;51;48";Peligro
IMG (233).jpg;"1280;630;44;48";Obligatoriedad
IMG (234).jpg;"1378;610;45;49";Ceda_el_paso
IMG (234).jpg;"1379;570;37;39";Obligatoriedad
IMG (235).jpg;"274;525;92;111";Limite_de_velocidad
IMG (235).jpg;"271;388;124;136";Peligro
IMG (236).jpg;"273;251;33;32";Obligatoriedad
IMG (236).jpg;"560;230;38;38";Obligatoriedad
IMG (237).jpg;"1030;413;61;65";Limite_de_velocidad
IMG (238).jpg;"1428;604;72;77";Peligro
IMG (239).jpg;"564;617;60;64";Limite_de_velocidad
IMG (240).jpg;"34;170;81;82";Limite_de_velocidad
IMG (241).jpg;"996;459;74;64";Peligro
IMG (242).jpg;"1321;466;100;101";Obligatoriedad
IMG (243).jpg;"172;236;34;32";Peligro
IMG (243).jpg;"430;233;32;30";Peligro
IMG (244).jpg;"461;277;26;26";Obligatoriedad
IMG (245).jpg;"718;420;109;103";Ceda_el_paso
IMG (245).jpg;"512;390;110;109";Obligatoriedad
IMG (245).jpg;"957;508;43;43";Obligatoriedad
IMG (246).jpg;"535;275;40;36";Peligro
IMG (247).jpg;"524;475;111;115";Limite_de_velocidad
IMG (247).jpg;"1710;501;55;83";Limite_de_velocidad
IMG (248).jpg;"646;663;53;62";Limite_de_velocidad
IMG (249).jpg;"31;251;79;83";Limite_de_velocidad
IMG (249).jpg;"32;167;82;82";Peligro
IMG (250).jpg;"792;709;34;34";Limite_de_velocidad
IMG (251).jpg;"323;362;122;130";Limite_de_velocidad
IMG (252).jpg;"189;277;27;25";Prohibicion
IMG (252).jpg;"498;274;26;26";Prohibicion
IMG (253).jpg;"1036;516;57;57";Obligatoriedad
IMG (254).jpg;"1172;497;53;49";Ceda_el_paso
IMG (254).jpg;"1176;456;42;42";Obligatoriedad
IMG (255).jpg;"513;627;49;51";Peligro
IMG (255).jpg;"1178;627;55;51";Peligro
IMG (256).jpg;"579;276;35;37";Limite_de_velocidad
IMG (256).jpg;"571;233;47;43";Peligro
IMG (256).jpg;"798;175;102;104";Prohibicion
IMG (256).jpg;"447;242;35;36";Prohibicion
IMG (257).jpg;"109;309;39;40";Limite_de_velocidad
IMG (257).jpg;"517;320;43;40";Limite_de_velocidad
IMG (257).jpg;"106;260;50;48";Peligro
IMG (257).jpg;"512;271;53;50";Peligro
IMG (258).jpg;"167;279;43;47";Limite_de_velocidad
IMG (258).jpg;"555;290;42;40";Limite_de_velocidad
IMG (259).jpg;"17;237;47;51";Limite_de_velocidad
IMG (259).jpg;"542;240;50;48";Limite_de_velocidad
IMG (260).jpg;"123;275;44;45";Limite_de_velocidad
IMG (260).jpg;"710;285;41;43";Limite_de_velocidad
IMG (261).jpg;"441;606;47;55";Limite_de_velocidad
IMG (261).jpg;"1286;614;47;52";Limite_de_velocidad
IMG (262).jpg;"141;275;43;42";Limite_de_velocidad
IMG (262).jpg;"707;283;36;40";Limite_de_velocidad
IMG (262).jpg;"133;217;60;55";Peligro
IMG (262).jpg;"693;224;60;56";Peligro
IMG (263).jpg;"650;648;37;36";Limite_de_velocidad
IMG (263).jpg;"1051;633;38;37";Limite_de_velocidad
IMG (264).jpg;"1616;528;66;112";Limite_de_velocidad
